rid,row_id,subjectcode,ANOVA_agegroup,ANOVA_alzheimerbroadcategory,ANOVA_gender,ANOVA_lefthippocampus,ANOVA_pp,ANOVA_var_D,ANOVA_var_I1,ANOVA_var_I2,ANOVA_var_I3,CL_age,CL_astigmatism,CL_contact_lenses,CL_spectacle_prescrip,CL_tear_prod_rate,Iris_Petal_Length,Iris_Petal_Width,Iris_Sepal_Length,Iris_Sepal_Width,Iris_class,_3rdventricle,_4thventricle,ab1_40,ab1_42,adnicategory,agegroup,alzheimerbroadcategory,apoe4,av45,car_buying,car_class,car_doors,car_lug_boot,car_maint,car_persons,car_safety,cerebellarvermallobulesiv,cerebellarvermallobulesviiix,cerebellarvermallobulesvivii,csfglobal,dataset,edsdcategory,fdg,gender,handedness,leftaccumbensarea,leftacgganteriorcingulategyrus,leftainsanteriorinsula,leftamygdala,leftangangulargyrus,leftaorganteriororbitalgyrus,leftbasalforebrain,leftcalccalcarinecortex,leftcaudate,leftcerebellumexterior,leftcerebellumwhitematter,leftcerebralwhitematter,leftcocentraloperculum,leftcuncuneus,leftententorhinalarea,leftfofrontaloperculum,leftfrpfrontalpole,leftfugfusiformgyrus,leftgregyrusrectus,lefthippocampus,leftinflatvent,leftioginferioroccipitalgyrus,leftitginferiortemporalgyrus,leftlateralventricle,leftliglingualgyrus,leftlorglateralorbitalgyrus,leftmcggmiddlecingulategyrus,leftmfcmedialfrontalcortex,leftmfgmiddlefrontalgyrus,leftmogmiddleoccipitalgyrus,leftmorgmedialorbitalgyrus,leftmpogpostcentralgyrusmedialsegment,leftmprgprecentralgyrusmedialsegment,leftmsfgsuperiorfrontalgyrusmedialsegment,leftmtgmiddletemporalgyrus,leftocpoccipitalpole,leftofugoccipitalfusiformgyrus,leftopifgopercularpartoftheinferiorfrontalgyrus,leftorifgorbitalpartoftheinferiorfrontalgyrus,leftpallidum,leftpcggposteriorcingulategyrus,leftpcuprecuneus,leftphgparahippocampalgyrus,leftpinsposteriorinsula,leftpogpostcentralgyrus,leftpoparietaloperculum,leftporgposteriororbitalgyrus,leftppplanumpolare,leftprgprecentralgyrus,leftptplanumtemporale,leftputamen,leftscasubcallosalarea,leftsfgsuperiorfrontalgyrus,leftsmcsupplementarymotorcortex,leftsmgsupramarginalgyrus,leftsogsuperioroccipitalgyrus,leftsplsuperiorparietallobule,leftstgsuperiortemporalgyrus,leftthalamusproper,lefttmptemporalpole,lefttrifgtriangularpartoftheinferiorfrontalgyrus,leftttgtransversetemporalgyrus,leftventraldc,minimentalstate,montrealcognitiveassessment,neurodegenerativescategories,opticchiasm,p_tau,parkinsonbroadcategory,pib,ppmicategory,rightaccumbensarea,rightacgganteriorcingulategyrus,rightainsanteriorinsula,rightamygdala,rightangangulargyrus,rightaorganteriororbitalgyrus,rightbasalforebrain,rightcalccalcarinecortex,rightcaudate,rightcerebellumexterior,rightcerebellumwhitematter,rightcerebralwhitematter,rightcocentraloperculum,rightcuncuneus,rightententorhinalarea,rightfofrontaloperculum,rightfrpfrontalpole,rightfugfusiformgyrus,rightgregyrusrectus,righthippocampus,rightinflatvent,rightioginferioroccipitalgyrus,rightitginferiortemporalgyrus,rightlateralventricle,rightliglingualgyrus,rightlorglateralorbitalgyrus,rightmcggmiddlecingulategyrus,rightmfcmedialfrontalcortex,rightmfgmiddlefrontalgyrus,rightmogmiddleoccipitalgyrus,rightmorgmedialorbitalgyrus,rightmpogpostcentralgyrusmedialsegment,rightmprgprecentralgyrusmedialsegment,rightmsfgsuperiorfrontalgyrusmedialsegment,rightmtgmiddletemporalgyrus,rightocpoccipitalpole,rightofugoccipitalfusiformgyrus,rightopifgopercularpartoftheinferiorfrontalgyrus,rightorifgorbitalpartoftheinferiorfrontalgyrus,rightpallidum,rightpcggposteriorcingulategyrus,rightpcuprecuneus,rightphgparahippocampalgyrus,rightpinsposteriorinsula,rightpogpostcentralgyrus,rightpoparietaloperculum,rightporgposteriororbitalgyrus,rightppplanumpolare,rightprgprecentralgyrus,rightptplanumtemporale,rightputamen,rightscasubcallosalarea,rightsfgsuperiorfrontalgyrus,rightsmcsupplementarymotorcortex,rightsmgsupramarginalgyrus,rightsogsuperioroccipitalgyrus,rightsplsuperiorparietallobule,rightstgsuperiortemporalgyrus,rightthalamusproper,righttmptemporalpole,righttrifgtriangularpartoftheinferiorfrontalgyrus,rightttgtransversetemporalgyrus,rightventraldc,rs10498633_t,rs11136000_t,rs11767557_c,rs1476679_c,rs17125944_c,rs190982_g,rs2718058_g,rs3764650_g,rs3818361_t,rs3851179_a,rs3865444_t,rs610932_a,rs744373_c,subjectage,subjectageyears,t_tau,updrshy,updrstotal
391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desd-synthdata,,,,,,,,,,,,,,,,,,,,,,,,3.014,,,,,,,,,,,,,,,,,,,,1.3274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0204,,,,,,,,,,,,,,,,,,,,1.3688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desd-synthdata,,,,,,,,,,,,,,,,,,,,,,,,2.6784,,,,,,,,,,,,,,,,,,,,1.5956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9698,,,,,,,,,,,,,,,,,,,,1.5901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desd-synthdata,,,,,,,,,,,,,,,,,,,,,,,,3.5866,,,,,,,,,,,,,,,,,,,,1.8386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9712,,,,,,,,,,,,,,,,,,,,1.8651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desd-synthdata,,,,,,,,,,,,,,,,,,,,,,,,3.1016,,,,,,,,,,,,,,,,,,,,1.4637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8111,,,,,,,,,,,,,,,,,,,,1.4597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desd-synthdata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desd-synthdata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desd-synthdata,,,,,,,,,,,,,,,,,,,,,,,,3.05,,,,,,,,,,,,,,,,,,,,1.3426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2315,,,,,,,,,,,,,,,,,,,,1.4047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desd-synthdata,,,,,,,,,,,,,,,,,,,,,,,,3.3067,,,,,,,,,,,,,,,,,,,,1.8123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4863,,,,,,,,,,,,,,,,,,,,1.8734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desd-synthdata,,,,,,,,,,,,,,,,,,,,,,,,2.3086,,,,,,,,,,,,,,,,,,,,1.2125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4818,,,,,,,,,,,,,,,,,,,,1.2833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desd-synthdata,,,,,,,,,,,,,,,,,,,,,,,,3.014,,,,,,,,,,,,,,,,,,,,1.416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0849,,,,,,,,,,,,,,,,,,,,1.4856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desd-synthdata,,,,,,,,,,,,,,,,,,,,,,,,3.2358,,,,,,,,,,,,,,,,,,,,1.5031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3738,,,,,,,,,,,,,,,,,,,,1.5018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desd-synthdata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desd-synthdata,,,,,,,,,,,,,,,,,,,,,,,,3.3827,,,,,,,,,,,,,,,,,,,,1.2098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.598,,,,,,,,,,,,,,,,,,,,1.2453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desd-synthdata,,,,,,,,,,,,,,,,,,,,,,,,3.1416,,,,,,,,,,,,,,,,,,,,1.7879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4705,,,,,,,,,,,,,,,,,,,,1.7571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desd-synthdata,,,,,,,,,,,,,,,,,,,,,,,,3.1706,,,,,,,,,,,,,,,,,,,,1.5431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5816,,,,,,,,,,,,,,,,,,,,1.5324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desd-synthdata,,,,,,,,,,,,,,,,,,,,,,,,3.3564,,,,,,,,,,,,,,,,,,,,1.5431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5816,,,,,,,,,,,,,,,,,,,,1.5958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desd-synthdata,,,,,,,,,,,,,,,,,,,,,,,,2.3865,,,,,,,,,,,,,,,,,,,,1.2494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6136,,,,,,,,,,,,,,,,,,,,1.2848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desd-synthdata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desd-synthdata,,,,,,,,,,,,,,,,,,,,,,,,3.3166,,,,,,,,,,,,,,,,,,,,1.6286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5761,,,,,,,,,,,,,,,,,,,,1.6042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desd-synthdata,,,,,,,,,,,,,,,,,,,,,,,,3.135,,,,,,,,,,,,,,,,,,,,1.5516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0664,,,,,,,,,,,,,,,,,,,,1.5877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desd-synthdata,,,,,,,,,,,,,,,,,,,,,,,,3.0832,,,,,,,,,,,,,,,,,,,,1.5566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2868,,,,,,,,,,,,,,,,,,,,1.6471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desd-synthdata,,,,,,,,,,,,,,,,,,,,,,,,3.0423,,,,,,,,,,,,,,,,,,,,1.4293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1369,,,,,,,,,,,,,,,,,,,,1.5157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desd-synthdata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desd-synthdata,,,,,,,,,,,,,,,,,,,,,,,,3.4711,,,,,,,,,,,,,,,,,,,,1.4938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8127,,,,,,,,,,,,,,,,,,,,1.5318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desd-synthdata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desd-synthdata,,,,,,,,,,,,,,,,,,,,,,,,3.4216,,,,,,,,,,,,,,,,,,,,1.5737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5536,,,,,,,,,,,,,,,,,,,,1.6417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desd-synthdata,,,,,,,,,,,,,,,,,,,,,,,,2.5432,,,,,,,,,,,,,,,,,,,,1.4265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7718,,,,,,,,,,,,,,,,,,,,1.5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desd-synthdata,,,,,,,,,,,,,,,,,,,,,,,,2.9131,,,,,,,,,,,,,,,,,,,,1.4396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1792,,,,,,,,,,,,,,,,,,,,1.4021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desd-synthdata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desd-synthdata,,,,,,,,,,,,,,,,,,,,,,,,3.6808,,,,,,,,,,,,,,,,,,,,1.6838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0272,,,,,,,,,,,,,,,,,,,,1.6958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desd-synthdata,,,,,,,,,,,,,,,,,,,,,,,,2.6429,,,,,,,,,,,,,,,,,,,,1.4785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8547,,,,,,,,,,,,,,,,,,,,1.5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desd-synthdata,,,,,,,,,,,,,,,,,,,,,,,,3.9457,,,,,,,,,,,,,,,,,,,,2.0654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0327,,,,,,,,,,,,,,,,,,,,2.0607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desd-synthdata,,,,,,,,,,,,,,,,,,,,,,,,2.6209,,,,,,,,,,,,,,,,,,,,1.3726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5942,,,,,,,,,,,,,,,,,,,,1.3705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desd-synthdata,,,,,,,,,,,,,,,,,,,,,,,,3.1016,,,,,,,,,,,,,,,,,,,,1.6516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7959,,,,,,,,,,,,,,,,,,,,1.6221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desd-synthdata,,,,,,,,,,,,,,,,,,,,,,,,2.7706,,,,,,,,,,,,,,,,,,,,1.3426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1976,,,,,,,,,,,,,,,,,,,,1.4165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desd-synthdata,,,,,,,,,,,,,,,,,,,,,,,,3.5191,,,,,,,,,,,,,,,,,,,,1.8386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5434,,,,,,,,,,,,,,,,,,,,1.911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desd-synthdata,,,,,,,,,,,,,,,,,,,,,,,,3.1989,,,,,,,,,,,,,,,,,,,,1.7342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3797,,,,,,,,,,,,,,,,,,,,1.7259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desd-synthdata,,,,,,,,,,,,,,,,,,,,,,,,3.3209,,,,,,,,,,,,,,,,,,,,1.3426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5952,,,,,,,,,,,,,,,,,,,,1.402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desd-synthdata,,,,,,,,,,,,,,,,,,,,,,,,3.1305,,,,,,,,,,,,,,,,,,,,1.393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.328,,,,,,,,,,,,,,,,,,,,1.4437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desd-synthdata,,,,,,,,,,,,,,,,,,,,,,,,3.1532,,,,,,,,,,,,,,,,,,,,1.4886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3942,,,,,,,,,,,,,,,,,,,,1.4574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desd-synthdata,,,,,,,,,,,,,,,,,,,,,,,,3.7395,,,,,,,,,,,,,,,,,,,,2.3875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8622,,,,,,,,,,,,,,,,,,,,2.2761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desd-synthdata,,,,,,,,,,,,,,,,,,,,,,,,3.0505,,,,,,,,,,,,,,,,,,,,1.7194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3734,,,,,,,,,,,,,,,,,,,,1.718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desd-synthdata,,,,,,,,,,,,,,,,,,,,,,,,3.1406,,,,,,,,,,,,,,,,,,,,1.3743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.276,,,,,,,,,,,,,,,,,,,,1.3961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desd-synthdata,,,,,,,,,,,,,,,,,,,,,,,,2.6953,,,,,,,,,,,,,,,,,,,,1.5627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9427,,,,,,,,,,,,,,,,,,,,1.596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desd-synthdata,,,,,,,,,,,,,,,,,,,,,,,,3.0054,,,,,,,,,,,,,,,,,,,,1.2638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.213,,,,,,,,,,,,,,,,,,,,1.4291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desd-synthdata,,,,,,,,,,,,,,,,,,,,,,,,3.2871,,,,,,,,,,,,,,,,,,,,1.6826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7959,,,,,,,,,,,,,,,,,,,,1.6958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desd-synthdata,,,,,,,,,,,,,,,,,,,,,,,,3.0689,,,,,,,,,,,,,,,,,,,,1.7644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0601,,,,,,,,,,,,,,,,,,,,1.7507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desd-synthdata,,,,,,,,,,,,,,,,,,,,,,,,2.5595,,,,,,,,,,,,,,,,,,,,1.4044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4729,,,,,,,,,,,,,,,,,,,,1.4477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desd-synthdata,,,,,,,,,,,,,,,,,,,,,,,,2.8508,,,,,,,,,,,,,,,,,,,,1.4462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1424,,,,,,,,,,,,,,,,,,,,1.3967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desd-synthdata,,,,,,,,,,,,,,,,,,,,,,,,2.7733,,,,,,,,,,,,,,,,,,,,1.4491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0477,,,,,,,,,,,,,,,,,,,,1.5202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desd-synthdata,,,,,,,,,,,,,,,,,,,,,,,,2.9132,,,,,,,,,,,,,,,,,,,,1.7432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1953,,,,,,,,,,,,,,,,,,,,1.6668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desd-synthdata,,,,,,,,,,,,,,,,,,,,,,,,3.2016,,,,,,,,,,,,,,,,,,,,1.5431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2885,,,,,,,,,,,,,,,,,,,,1.5691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
